incident_id,event_id,incident_type,assigned_to,status,response_time,resolution
INC1236,EVT009476,Privilege Escalation,SOC Tier 1,Closed,25 min,"Access revoked, account access reviewed"
INC1237,EVT005804,Login Success,SOC Tier 1,In Progress,19 min,Pending review
INC1238,EVT001314,Brute Force,SOC Tier 1,Closed,39 min,Source IP blocked at firewall
INC1239,EVT000907,Login Success,SOC Tier 1,In Progress,46 min,Pending review
INC1240,EVT003742,Privilege Escalation,SOC Tier 1,Closed,34 min,"Access revoked, account access reviewed"
INC1241,EVT004057,Port Scan,SOC Tier 2,Closed,50 min,Source IP flagged and monitored
INC1242,EVT002141,Phishing Email,SOC Tier 1,Closed,11 min,"Email quarantined, user notified"
INC1243,EVT009051,Login Success,SOC Tier 1,Closed,22 min,"Reviewed, no action required"
INC1244,EVT005642,Failed Login,SOC Tier 2,Closed,27 min,"Account temporarily locked, user verified"
INC1245,EVT004343,Malware Detection,SOC Tier 1,Open,47 min,Pending review
INC1246,EVT009288,SQL Injection Attempt,SOC Tier 2,Closed,53 min,"Request blocked, WAF rule updated"
INC1247,EVT003359,Failed Login,Incident Response Team,Closed,9 min,"Account temporarily locked, user verified"
INC1248,EVT002089,Brute Force,SOC Tier 1,Closed,68 min,Source IP blocked at firewall
INC1249,EVT000293,Login Success,Incident Response Team,Closed,81 min,"Reviewed, no action required"
INC1250,EVT003562,SQL Injection Attempt,SOC Tier 2,Closed,48 min,"Request blocked, WAF rule updated"
INC1251,EVT009931,SQL Injection Attempt,SOC Tier 1,Closed,8 min,"Request blocked, WAF rule updated"
INC1252,EVT005970,SQL Injection Attempt,SOC Tier 1,Closed,8 min,"Request blocked, WAF rule updated"
INC1253,EVT002154,Phishing Email,SOC Tier 1,Closed,8 min,"Email quarantined, user notified"
INC1254,EVT005262,SQL Injection Attempt,SOC Tier 2,In Progress,12 min,Pending review
INC1255,EVT002501,File Access,SOC Tier 2,Closed,73 min,"Reviewed, no action required"
INC1256,EVT004309,Login Success,SOC Tier 1,Closed,60 min,"Reviewed, no action required"
INC1257,EVT000944,Privilege Escalation,SOC Tier 2,In Progress,35 min,Pending review
INC1258,EVT004442,SQL Injection Attempt,SOC Tier 2,Closed,75 min,"Request blocked, WAF rule updated"
INC1259,EVT007003,Malware Detection,SOC Tier 2,Closed,15 min,"Endpoint isolated, malware removed"
INC1260,EVT007847,File Access,SOC Tier 2,Closed,81 min,"Reviewed, no action required"
INC1261,EVT008892,Port Scan,SOC Tier 3,In Progress,39 min,Pending review
INC1262,EVT002444,Phishing Email,SOC Tier 2,Closed,75 min,"Email quarantined, user notified"
INC1263,EVT005521,USB Device Connected,Incident Response Team,In Progress,53 min,Pending review
INC1264,EVT002536,USB Device Connected,SOC Tier 2,Closed,27 min,"Device inspected, no threat found"
INC1265,EVT006174,Failed Login,SOC Tier 2,Closed,72 min,"Account temporarily locked, user verified"
INC1266,EVT002176,Login Success,SOC Tier 2,In Progress,24 min,Pending review
INC1267,EVT007511,Privilege Escalation,SOC Tier 2,In Progress,47 min,Pending review
INC1268,EVT003130,Brute Force,SOC Tier 3,Closed,60 min,Source IP blocked at firewall
INC1269,EVT001780,SQL Injection Attempt,Incident Response Team,Closed,84 min,"Request blocked, WAF rule updated"
INC1270,EVT008806,Brute Force,Incident Response Team,Closed,83 min,Source IP blocked at firewall
INC1271,EVT000524,File Access,SOC Tier 2,Closed,30 min,"Reviewed, no action required"
INC1272,EVT006967,File Access,SOC Tier 1,Closed,17 min,"Reviewed, no action required"
INC1273,EVT002619,Brute Force,SOC Tier 2,Closed,32 min,Source IP blocked at firewall
INC1274,EVT009907,SQL Injection Attempt,Incident Response Team,Open,53 min,Pending review
INC1275,EVT003900,Port Scan,Incident Response Team,Closed,36 min,Source IP flagged and monitored
INC1276,EVT003398,Failed Login,SOC Tier 1,Closed,33 min,"Account temporarily locked, user verified"
INC1277,EVT000377,SQL Injection Attempt,SOC Tier 2,Closed,81 min,"Request blocked, WAF rule updated"
INC1278,EVT008716,Phishing Email,SOC Tier 1,Closed,9 min,"Email quarantined, user notified"
INC1279,EVT009219,Failed Login,Incident Response Team,Open,86 min,Pending review
INC1280,EVT003509,Malware Detection,SOC Tier 3,Closed,81 min,"Endpoint isolated, malware removed"
INC1281,EVT006055,Failed Login,SOC Tier 2,Closed,57 min,"Account temporarily locked, user verified"
INC1282,EVT004201,Privilege Escalation,Incident Response Team,In Progress,43 min,Pending review
INC1283,EVT006789,Privilege Escalation,SOC Tier 3,Closed,26 min,"Access revoked, account access reviewed"
INC1284,EVT001149,Failed Login,SOC Tier 2,Closed,49 min,"Account temporarily locked, user verified"
INC1285,EVT005853,Brute Force,SOC Tier 1,Closed,30 min,Source IP blocked at firewall
INC1286,EVT002785,Privilege Escalation,SOC Tier 2,Closed,63 min,"Access revoked, account access reviewed"
INC1287,EVT001373,Login Success,SOC Tier 2,Closed,63 min,"Reviewed, no action required"
INC1288,EVT004812,Privilege Escalation,SOC Tier 3,Closed,50 min,"Access revoked, account access reviewed"
INC1289,EVT009172,Privilege Escalation,Incident Response Team,Closed,33 min,"Access revoked, account access reviewed"
INC1290,EVT000892,Phishing Email,SOC Tier 1,Closed,53 min,"Email quarantined, user notified"
INC1291,EVT002174,SQL Injection Attempt,SOC Tier 2,In Progress,75 min,Pending review
INC1292,EVT004767,SQL Injection Attempt,SOC Tier 1,In Progress,36 min,Pending review
INC1293,EVT005020,USB Device Connected,SOC Tier 3,In Progress,76 min,Pending review
INC1294,EVT000397,Privilege Escalation,SOC Tier 1,Closed,41 min,"Access revoked, account access reviewed"
INC1295,EVT009057,Port Scan,SOC Tier 2,In Progress,47 min,Pending review
INC1296,EVT006650,Port Scan,SOC Tier 3,Closed,57 min,Source IP flagged and monitored
INC1297,EVT002045,SQL Injection Attempt,Incident Response Team,Closed,57 min,"Request blocked, WAF rule updated"
INC1298,EVT000128,Login Success,SOC Tier 1,Closed,57 min,"Reviewed, no action required"
INC1299,EVT004755,Privilege Escalation,SOC Tier 3,In Progress,32 min,Pending review
INC1300,EVT004634,Brute Force,Incident Response Team,Closed,74 min,Source IP blocked at firewall
INC1301,EVT001027,Login Success,SOC Tier 1,Closed,74 min,"Reviewed, no action required"
INC1302,EVT001123,Failed Login,Incident Response Team,In Progress,54 min,Pending review
INC1303,EVT000575,USB Device Connected,SOC Tier 1,In Progress,62 min,Pending review
INC1304,EVT007248,Malware Detection,SOC Tier 1,In Progress,21 min,Pending review
INC1305,EVT005255,USB Device Connected,Incident Response Team,Closed,71 min,"Device inspected, no threat found"
INC1306,EVT002488,File Access,SOC Tier 1,Closed,61 min,"Reviewed, no action required"
INC1307,EVT006652,File Access,Incident Response Team,Closed,35 min,"Reviewed, no action required"
INC1308,EVT004756,Failed Login,Incident Response Team,Closed,58 min,"Account temporarily locked, user verified"
INC1309,EVT000008,Login Success,SOC Tier 3,Closed,13 min,"Reviewed, no action required"
INC1310,EVT006942,Brute Force,SOC Tier 3,Closed,72 min,Source IP blocked at firewall
INC1311,EVT006239,SQL Injection Attempt,Incident Response Team,In Progress,55 min,Pending review
INC1312,EVT006295,Failed Login,SOC Tier 2,In Progress,44 min,Pending review
INC1313,EVT003956,Malware Detection,SOC Tier 2,Closed,73 min,"Endpoint isolated, malware removed"
INC1314,EVT001453,Login Success,SOC Tier 3,Open,46 min,Pending review
INC1315,EVT003990,Privilege Escalation,SOC Tier 2,Closed,84 min,"Access revoked, account access reviewed"
INC1316,EVT001469,Login Success,Incident Response Team,Open,8 min,Pending review
INC1317,EVT003628,Failed Login,SOC Tier 2,Open,45 min,Pending review
INC1318,EVT003000,File Access,SOC Tier 1,Open,90 min,Pending review
INC1319,EVT001979,Brute Force,Incident Response Team,Open,19 min,Pending review
INC1320,EVT008475,SQL Injection Attempt,SOC Tier 2,In Progress,47 min,Pending review
INC1321,EVT002312,File Access,SOC Tier 3,Closed,75 min,"Reviewed, no action required"
INC1322,EVT006786,Privilege Escalation,SOC Tier 2,In Progress,19 min,Pending review
INC1323,EVT002896,SQL Injection Attempt,SOC Tier 3,Closed,81 min,"Request blocked, WAF rule updated"
INC1324,EVT000736,Port Scan,SOC Tier 2,Closed,31 min,Source IP flagged and monitored
INC1325,EVT004385,Privilege Escalation,SOC Tier 2,Closed,68 min,"Access revoked, account access reviewed"
INC1326,EVT007124,Failed Login,SOC Tier 3,Closed,82 min,"Account temporarily locked, user verified"
INC1327,EVT002462,Port Scan,Incident Response Team,In Progress,84 min,Pending review
INC1328,EVT001611,Privilege Escalation,Incident Response Team,In Progress,14 min,Pending review
INC1329,EVT008660,Phishing Email,Incident Response Team,In Progress,67 min,Pending review
INC1330,EVT009478,Login Success,SOC Tier 2,Closed,19 min,"Reviewed, no action required"
INC1331,EVT007692,USB Device Connected,SOC Tier 1,In Progress,67 min,Pending review
INC1332,EVT006574,Brute Force,SOC Tier 1,Closed,48 min,Source IP blocked at firewall
INC1333,EVT006949,Port Scan,SOC Tier 3,In Progress,58 min,Pending review
INC1334,EVT002120,File Access,SOC Tier 1,Closed,89 min,"Reviewed, no action required"
INC1335,EVT005837,File Access,Incident Response Team,Closed,52 min,"Reviewed, no action required"
INC1336,EVT001849,USB Device Connected,SOC Tier 3,Open,60 min,Pending review
INC1337,EVT008538,Port Scan,SOC Tier 2,Closed,64 min,Source IP flagged and monitored
INC1338,EVT002430,Phishing Email,SOC Tier 3,Closed,87 min,"Email quarantined, user notified"
INC1339,EVT008715,Privilege Escalation,SOC Tier 1,In Progress,42 min,Pending review
INC1340,EVT000281,SQL Injection Attempt,Incident Response Team,Closed,63 min,"Request blocked, WAF rule updated"
INC1341,EVT005608,File Access,SOC Tier 1,Closed,40 min,"Reviewed, no action required"
INC1342,EVT001773,Login Success,SOC Tier 1,Closed,77 min,"Reviewed, no action required"
INC1343,EVT007566,Malware Detection,SOC Tier 2,Closed,23 min,"Endpoint isolated, malware removed"
INC1344,EVT005310,SQL Injection Attempt,SOC Tier 3,Closed,24 min,"Request blocked, WAF rule updated"
INC1345,EVT000054,File Access,SOC Tier 3,Closed,49 min,"Reviewed, no action required"
INC1346,EVT005406,Malware Detection,Incident Response Team,Closed,50 min,"Endpoint isolated, malware removed"
INC1347,EVT000192,SQL Injection Attempt,SOC Tier 2,Closed,90 min,"Request blocked, WAF rule updated"
INC1348,EVT004996,SQL Injection Attempt,SOC Tier 2,Closed,9 min,"Request blocked, WAF rule updated"
INC1349,EVT009997,Privilege Escalation,SOC Tier 2,In Progress,18 min,Pending review
INC1350,EVT003780,Privilege Escalation,SOC Tier 1,Closed,56 min,"Access revoked, account access reviewed"
INC1351,EVT000204,Failed Login,SOC Tier 1,Closed,9 min,"Account temporarily locked, user verified"
INC1352,EVT009485,USB Device Connected,SOC Tier 2,Closed,83 min,"Device inspected, no threat found"
INC1353,EVT005148,Port Scan,SOC Tier 1,Closed,53 min,Source IP flagged and monitored
INC1354,EVT001560,Port Scan,Incident Response Team,In Progress,15 min,Pending review
INC1355,EVT004124,File Access,SOC Tier 2,Closed,87 min,"Reviewed, no action required"
INC1356,EVT001357,Brute Force,SOC Tier 1,Closed,65 min,Source IP blocked at firewall
INC1357,EVT008462,SQL Injection Attempt,SOC Tier 2,Closed,75 min,"Request blocked, WAF rule updated"
INC1358,EVT006532,File Access,Incident Response Team,Closed,29 min,"Reviewed, no action required"
INC1359,EVT002926,Privilege Escalation,SOC Tier 2,Closed,18 min,"Access revoked, account access reviewed"
INC1360,EVT000402,File Access,Incident Response Team,Closed,85 min,"Reviewed, no action required"
INC1361,EVT006710,SQL Injection Attempt,SOC Tier 1,In Progress,66 min,Pending review
INC1362,EVT000409,USB Device Connected,SOC Tier 3,In Progress,68 min,Pending review
INC1363,EVT004788,Brute Force,SOC Tier 2,Closed,23 min,Source IP blocked at firewall
INC1364,EVT008096,Phishing Email,SOC Tier 1,Closed,73 min,"Email quarantined, user notified"
INC1365,EVT007242,Brute Force,Incident Response Team,In Progress,34 min,Pending review
INC1366,EVT006766,File Access,SOC Tier 3,Closed,15 min,"Reviewed, no action required"
INC1367,EVT003007,Brute Force,SOC Tier 1,Open,25 min,Pending review
INC1368,EVT002572,Login Success,Incident Response Team,Closed,60 min,"Reviewed, no action required"
INC1369,EVT007819,Privilege Escalation,Incident Response Team,Closed,59 min,"Access revoked, account access reviewed"
INC1370,EVT002013,Brute Force,SOC Tier 1,Open,36 min,Pending review
INC1371,EVT008594,SQL Injection Attempt,Incident Response Team,Closed,81 min,"Request blocked, WAF rule updated"
INC1372,EVT009912,Brute Force,SOC Tier 2,Closed,56 min,Source IP blocked at firewall
INC1373,EVT008531,SQL Injection Attempt,SOC Tier 3,Closed,36 min,"Request blocked, WAF rule updated"
INC1374,EVT002473,Phishing Email,SOC Tier 2,Closed,35 min,"Email quarantined, user notified"
INC1375,EVT005755,File Access,SOC Tier 3,In Progress,33 min,Pending review
INC1376,EVT005622,Failed Login,Incident Response Team,Closed,35 min,"Account temporarily locked, user verified"
INC1377,EVT005688,SQL Injection Attempt,SOC Tier 1,Open,71 min,Pending review
INC1378,EVT006374,Port Scan,Incident Response Team,In Progress,80 min,Pending review
INC1379,EVT005180,Failed Login,SOC Tier 2,Closed,16 min,"Account temporarily locked, user verified"
INC1380,EVT007252,Brute Force,Incident Response Team,Closed,26 min,Source IP blocked at firewall
INC1381,EVT008551,File Access,Incident Response Team,Closed,28 min,"Reviewed, no action required"
INC1382,EVT006841,Login Success,Incident Response Team,Open,39 min,Pending review
INC1383,EVT002206,SQL Injection Attempt,SOC Tier 1,In Progress,58 min,Pending review
INC1384,EVT004930,File Access,SOC Tier 3,Open,76 min,Pending review
INC1385,EVT008839,SQL Injection Attempt,SOC Tier 1,Closed,63 min,"Request blocked, WAF rule updated"
INC1386,EVT000814,Privilege Escalation,Incident Response Team,Open,85 min,Pending review
INC1387,EVT008148,USB Device Connected,SOC Tier 2,Closed,60 min,"Device inspected, no threat found"
INC1388,EVT003637,Phishing Email,SOC Tier 3,Closed,43 min,"Email quarantined, user notified"
INC1389,EVT003484,Login Success,Incident Response Team,Closed,74 min,"Reviewed, no action required"
INC1390,EVT007186,USB Device Connected,SOC Tier 2,In Progress,26 min,Pending review
INC1391,EVT008518,Failed Login,Incident Response Team,Closed,71 min,"Account temporarily locked, user verified"
INC1392,EVT006476,Login Success,SOC Tier 3,Closed,70 min,"Reviewed, no action required"
INC1393,EVT009797,Login Success,SOC Tier 1,In Progress,69 min,Pending review
INC1394,EVT002821,USB Device Connected,SOC Tier 2,Closed,44 min,"Device inspected, no threat found"
INC1395,EVT009226,USB Device Connected,SOC Tier 1,Closed,43 min,"Device inspected, no threat found"
INC1396,EVT008701,USB Device Connected,SOC Tier 1,Closed,22 min,"Device inspected, no threat found"
INC1397,EVT003439,Brute Force,SOC Tier 1,Closed,9 min,Source IP blocked at firewall
INC1398,EVT009233,Malware Detection,SOC Tier 3,Closed,13 min,"Endpoint isolated, malware removed"
INC1399,EVT004094,Privilege Escalation,SOC Tier 1,In Progress,57 min,Pending review
INC1400,EVT006995,Phishing Email,SOC Tier 3,Closed,59 min,"Email quarantined, user notified"
INC1401,EVT007510,Brute Force,SOC Tier 2,Open,86 min,Pending review
INC1402,EVT001668,USB Device Connected,SOC Tier 2,In Progress,42 min,Pending review
INC1403,EVT005565,Login Success,SOC Tier 3,Closed,75 min,"Reviewed, no action required"
INC1404,EVT001456,Malware Detection,Incident Response Team,Closed,26 min,"Endpoint isolated, malware removed"
INC1405,EVT006831,File Access,SOC Tier 2,In Progress,59 min,Pending review
INC1406,EVT001184,Malware Detection,Incident Response Team,Closed,55 min,"Endpoint isolated, malware removed"
INC1407,EVT009000,Port Scan,SOC Tier 2,Closed,45 min,Source IP flagged and monitored
INC1408,EVT002305,Brute Force,SOC Tier 1,Closed,9 min,Source IP blocked at firewall
INC1409,EVT008484,Privilege Escalation,Incident Response Team,Closed,20 min,"Access revoked, account access reviewed"
INC1410,EVT004559,SQL Injection Attempt,SOC Tier 3,In Progress,59 min,Pending review
INC1411,EVT009532,Phishing Email,Incident Response Team,In Progress,16 min,Pending review
INC1412,EVT006733,SQL Injection Attempt,SOC Tier 3,Closed,9 min,"Request blocked, WAF rule updated"
INC1413,EVT004246,File Access,SOC Tier 1,In Progress,85 min,Pending review
INC1414,EVT006050,Privilege Escalation,SOC Tier 3,In Progress,53 min,Pending review
INC1415,EVT001302,Failed Login,SOC Tier 1,Open,81 min,Pending review
INC1416,EVT005189,SQL Injection Attempt,SOC Tier 2,Closed,24 min,"Request blocked, WAF rule updated"
INC1417,EVT000721,File Access,SOC Tier 1,Closed,11 min,"Reviewed, no action required"
INC1418,EVT009916,Brute Force,SOC Tier 3,Closed,19 min,Source IP blocked at firewall
INC1419,EVT007873,USB Device Connected,SOC Tier 2,Closed,26 min,"Device inspected, no threat found"
INC1420,EVT006410,Brute Force,Incident Response Team,In Progress,48 min,Pending review
INC1421,EVT004510,Brute Force,Incident Response Team,Closed,25 min,Source IP blocked at firewall
INC1422,EVT008154,File Access,Incident Response Team,In Progress,86 min,Pending review
INC1423,EVT001449,Failed Login,SOC Tier 1,Closed,85 min,"Account temporarily locked, user verified"
INC1424,EVT007551,Brute Force,Incident Response Team,Closed,8 min,Source IP blocked at firewall
INC1425,EVT007221,Failed Login,Incident Response Team,Closed,31 min,"Account temporarily locked, user verified"
INC1426,EVT007358,Phishing Email,Incident Response Team,Closed,88 min,"Email quarantined, user notified"
INC1427,EVT007141,File Access,Incident Response Team,Open,34 min,Pending review
INC1428,EVT007506,SQL Injection Attempt,SOC Tier 3,Closed,68 min,"Request blocked, WAF rule updated"
INC1429,EVT006150,File Access,Incident Response Team,Closed,82 min,"Reviewed, no action required"
INC1430,EVT003921,File Access,Incident Response Team,Closed,66 min,"Reviewed, no action required"
INC1431,EVT008671,Malware Detection,Incident Response Team,Closed,64 min,"Endpoint isolated, malware removed"
INC1432,EVT008775,Failed Login,SOC Tier 1,Closed,18 min,"Account temporarily locked, user verified"
INC1433,EVT007289,Privilege Escalation,SOC Tier 3,Open,40 min,Pending review
INC1434,EVT000918,SQL Injection Attempt,Incident Response Team,Open,8 min,Pending review
INC1435,EVT005342,SQL Injection Attempt,SOC Tier 2,Closed,79 min,"Request blocked, WAF rule updated"
INC1436,EVT001080,Malware Detection,Incident Response Team,Closed,22 min,"Endpoint isolated, malware removed"
INC1437,EVT002863,USB Device Connected,SOC Tier 2,Closed,69 min,"Device inspected, no threat found"
INC1438,EVT000489,Port Scan,SOC Tier 3,In Progress,75 min,Pending review
INC1439,EVT000413,Phishing Email,SOC Tier 2,Open,43 min,Pending review
INC1440,EVT006327,SQL Injection Attempt,SOC Tier 1,Open,34 min,Pending review
INC1441,EVT002939,Failed Login,SOC Tier 1,In Progress,38 min,Pending review
INC1442,EVT004272,Phishing Email,Incident Response Team,In Progress,34 min,Pending review
INC1443,EVT009550,Port Scan,Incident Response Team,In Progress,19 min,Pending review
INC1444,EVT000325,Failed Login,SOC Tier 2,Open,67 min,Pending review
INC1445,EVT001774,Failed Login,SOC Tier 3,Closed,80 min,"Account temporarily locked, user verified"
INC1446,EVT002326,SQL Injection Attempt,SOC Tier 2,In Progress,83 min,Pending review
INC1447,EVT009499,Brute Force,SOC Tier 1,Closed,43 min,Source IP blocked at firewall
INC1448,EVT004609,Malware Detection,SOC Tier 3,Closed,35 min,"Endpoint isolated, malware removed"
INC1449,EVT002647,Failed Login,SOC Tier 3,Closed,83 min,"Account temporarily locked, user verified"
INC1450,EVT004354,USB Device Connected,SOC Tier 3,Closed,55 min,"Device inspected, no threat found"
INC1451,EVT005403,Privilege Escalation,SOC Tier 1,Open,49 min,Pending review
INC1452,EVT005983,Failed Login,SOC Tier 1,In Progress,57 min,Pending review
INC1453,EVT003477,Phishing Email,SOC Tier 3,Closed,42 min,"Email quarantined, user notified"
INC1454,EVT002787,Port Scan,Incident Response Team,Open,25 min,Pending review
INC1455,EVT000465,Phishing Email,SOC Tier 1,Closed,35 min,"Email quarantined, user notified"
INC1456,EVT005314,Failed Login,Incident Response Team,Closed,24 min,"Account temporarily locked, user verified"
INC1457,EVT000470,Malware Detection,Incident Response Team,In Progress,42 min,Pending review
INC1458,EVT002626,Phishing Email,SOC Tier 1,Closed,56 min,"Email quarantined, user notified"
INC1459,EVT002092,Phishing Email,Incident Response Team,In Progress,71 min,Pending review
INC1460,EVT005793,Brute Force,SOC Tier 3,In Progress,45 min,Pending review
INC1461,EVT000248,Port Scan,SOC Tier 3,In Progress,78 min,Pending review
INC1462,EVT006543,Login Success,SOC Tier 3,Closed,26 min,"Reviewed, no action required"
INC1463,EVT006356,Failed Login,SOC Tier 2,Closed,29 min,"Account temporarily locked, user verified"
INC1464,EVT008291,Login Success,SOC Tier 1,In Progress,49 min,Pending review
INC1465,EVT000523,Port Scan,Incident Response Team,Closed,72 min,Source IP flagged and monitored
INC1466,EVT001024,SQL Injection Attempt,SOC Tier 3,Closed,72 min,"Request blocked, WAF rule updated"
INC1467,EVT008040,Phishing Email,SOC Tier 3,Open,64 min,Pending review
INC1468,EVT007866,Malware Detection,SOC Tier 2,Closed,79 min,"Endpoint isolated, malware removed"
INC1469,EVT002718,Failed Login,SOC Tier 2,Closed,84 min,"Account temporarily locked, user verified"
INC1470,EVT006264,File Access,Incident Response Team,Closed,20 min,"Reviewed, no action required"
INC1471,EVT004991,Brute Force,SOC Tier 1,Closed,18 min,Source IP blocked at firewall
INC1472,EVT002702,Malware Detection,Incident Response Team,In Progress,36 min,Pending review
INC1473,EVT008094,Brute Force,SOC Tier 3,Closed,61 min,Source IP blocked at firewall
INC1474,EVT002201,Phishing Email,SOC Tier 1,In Progress,25 min,Pending review
INC1475,EVT002806,Login Success,SOC Tier 3,Open,54 min,Pending review
INC1476,EVT005798,Malware Detection,SOC Tier 1,Closed,13 min,"Endpoint isolated, malware removed"
INC1477,EVT009477,Port Scan,SOC Tier 3,Closed,86 min,Source IP flagged and monitored
INC1478,EVT008893,USB Device Connected,SOC Tier 3,In Progress,84 min,Pending review
INC1479,EVT003038,SQL Injection Attempt,SOC Tier 1,In Progress,82 min,Pending review
INC1480,EVT002799,Login Success,SOC Tier 1,Closed,88 min,"Reviewed, no action required"
INC1481,EVT005808,SQL Injection Attempt,SOC Tier 2,In Progress,27 min,Pending review
INC1482,EVT009615,Malware Detection,SOC Tier 3,Closed,76 min,"Endpoint isolated, malware removed"
INC1483,EVT005427,File Access,SOC Tier 1,Closed,82 min,"Reviewed, no action required"
INC1484,EVT002433,Privilege Escalation,SOC Tier 2,In Progress,28 min,Pending review
INC1485,EVT005917,Brute Force,SOC Tier 1,Closed,89 min,Source IP blocked at firewall
INC1486,EVT007357,Phishing Email,SOC Tier 2,Open,41 min,Pending review
INC1487,EVT000447,Port Scan,SOC Tier 3,Closed,44 min,Source IP flagged and monitored
INC1488,EVT008910,Failed Login,SOC Tier 3,In Progress,45 min,Pending review
INC1489,EVT001425,SQL Injection Attempt,SOC Tier 1,In Progress,74 min,Pending review
INC1490,EVT005934,File Access,Incident Response Team,Closed,75 min,"Reviewed, no action required"
INC1491,EVT004760,Port Scan,SOC Tier 3,Closed,65 min,Source IP flagged and monitored
INC1492,EVT006395,USB Device Connected,SOC Tier 3,Closed,23 min,"Device inspected, no threat found"
INC1493,EVT008804,Malware Detection,SOC Tier 3,In Progress,69 min,Pending review
INC1494,EVT004060,Brute Force,SOC Tier 3,Closed,50 min,Source IP blocked at firewall
INC1495,EVT002244,Port Scan,Incident Response Team,Closed,35 min,Source IP flagged and monitored
INC1496,EVT003444,Login Success,Incident Response Team,Closed,65 min,"Reviewed, no action required"
INC1497,EVT004463,Login Success,SOC Tier 1,Closed,40 min,"Reviewed, no action required"
INC1498,EVT001334,Phishing Email,SOC Tier 2,Closed,20 min,"Email quarantined, user notified"
INC1499,EVT005562,Login Success,SOC Tier 3,Closed,30 min,"Reviewed, no action required"
INC1500,EVT000532,SQL Injection Attempt,SOC Tier 1,In Progress,71 min,Pending review
